date,region,positive
9/22/2020,AB,16958
9/23/2020,AB,17089
9/24/2020,AB,17235
9/25/2020,AB,17359
9/26/2020,AB,17538
9/27/2020,AB,17694
9/28/2020,AB,17849
9/29/2020,AB,17999
9/30/2020,AB,18157
10/1/2020,AB,18297
10/2/2020,AB,18418
10/3/2020,AB,18675
10/4/2020,AB,18883
10/5/2020,AB,19165
10/6/2020,AB,19287
10/7/2020,AB,19638
10/8/2020,AB,19949
10/9/2020,AB,20210
10/10/2020,AB,20464
10/11/2020,AB,20710
10/12/2020,AB,20932
10/13/2020,AB,21173
10/14/2020,AB,21421
10/15/2020,AB,21744
10/16/2020,AB,22053
10/17/2020,AB,22288
10/18/2020,AB,22663
10/19/2020,AB,22990
10/20/2020,AB,23387
10/21/2020,AB,23825
10/22/2020,AB,24266
10/23/2020,AB,24657
10/24/2020,AB,25229
10/25/2020,AB,25733
10/26/2020,AB,26155
10/27/2020,AB,26565
10/28/2020,AB,27042
10/29/2020,AB,27664
10/30/2020,AB,28245
10/31/2020,AB,28770
11/1/2020,AB,29362
11/2/2020,AB,29932
11/3/2020,AB,30447
11/4/2020,AB,31247
11/5/2020,AB,31893
11/6/2020,AB,32811
11/7/2020,AB,33522
11/8/2020,AB,34162
11/9/2020,AB,34875
11/10/2020,AB,35547
11/11/2020,AB,36407
11/12/2020,AB,37314
11/13/2020,AB,38342
11/14/2020,AB,39333
11/15/2020,AB,40193
11/16/2020,AB,40966
11/17/2020,AB,41698
11/18/2020,AB,42803
11/19/2020,AB,43958
11/20/2020,AB,45294
11/21/2020,AB,46878
11/22/2020,AB,48427
11/23/2020,AB,49542
11/24/2020,AB,50807
11/25/2020,AB,51884
11/26/2020,AB,53111
11/27/2020,AB,54841
11/28/2020,AB,56450
11/29/2020,AB,58183
11/30/2020,AB,59490
12/1/2020,AB,61175
12/2/2020,AB,63029
12/3/2020,AB,64849
12/4/2020,AB,66737
12/5/2020,AB,68572
12/6/2020,AB,70301
12/7/2020,AB,72028
12/8/2020,AB,73488
3/5/2020,Calgary,0
3/6/2020,Calgary,1
3/9/2020,Calgary,4
3/10/2020,Calgary,10
3/11/2020,Calgary,15
3/12/2020,Calgary,17
3/13/2020,Calgary,24
3/14/2020,Calgary,37
3/15/2020,Calgary,46
3/16/2020,Calgary,63
3/17/2020,Calgary,66
3/18/2020,Calgary,89
3/19/2020,Calgary,104
3/20/2020,Calgary,134
3/21/2020,Calgary,160
3/22/2020,Calgary,193
3/23/2020,Calgary,220
3/24/2020,Calgary,258
3/25/2020,Calgary,304
3/26/2020,Calgary,349
3/27/2020,Calgary,392
3/28/2020,Calgary,425
3/29/2020,Calgary,448
3/30/2020,Calgary,468
3/31/2020,Calgary,552
4/1/2020,Calgary,615
4/2/2020,Calgary,698
4/3/2020,Calgary,745
4/4/2020,Calgary,778
4/5/2020,Calgary,793
4/6/2020,Calgary,810
4/7/2020,Calgary,835
4/8/2020,Calgary,854
4/9/2020,Calgary,893
4/10/2020,Calgary,936
4/11/2020,Calgary,987
4/12/2020,Calgary,1046
4/13/2020,Calgary,1110
4/14/2020,Calgary,1221
4/15/2020,Calgary,1323
4/16/2020,Calgary,1454
4/17/2020,Calgary,1635
4/18/2020,Calgary,1777
4/19/2020,Calgary,1932
4/20/2020,Calgary,2045
4/21/2020,Calgary,2208
4/22/2020,Calgary,2440
4/23/2020,Calgary,2674
4/24/2020,Calgary,2830
4/25/2020,Calgary,2964
4/26/2020,Calgary,3091
4/27/2020,Calgary,3204
4/28/2020,Calgary,3340
4/29/2020,Calgary,3447
4/30/2020,Calgary,3533
5/1/2020,Calgary,3640
5/2/2020,Calgary,3733
5/3/2020,Calgary,3789
5/4/2020,Calgary,3855
5/5/2020,Calgary,3902
5/6/2020,Calgary,3957
5/7/2020,Calgary,4024
5/8/2020,Calgary,4090
5/9/2020,Calgary,4160
5/10/2020,Calgary,4221
5/11/2020,Calgary,4266
5/12/2020,Calgary,4330
5/13/2020,Calgary,4377
5/14/2020,Calgary,4421
5/15/2020,Calgary,4479
5/16/2020,Calgary,4524
5/17/2020,Calgary,4565
5/18/2020,Calgary,4600
5/19/2020,Calgary,4638
5/20/2020,Calgary,4659
5/21/2020,Calgary,4684
5/22/2020,Calgary,4705
5/23/2020,Calgary,4735
5/24/2020,Calgary,4757
5/25/2020,Calgary,4770
5/26/2020,Calgary,4785
5/27/2020,Calgary,4808
5/28/2020,Calgary,4831
5/29/2020,Calgary,4851
5/30/2020,Calgary,4863
5/31/2020,Calgary,4884
6/1/2020,Calgary,4902
6/2/2020,Calgary,4909
6/3/2020,Calgary,4923
6/4/2020,Calgary,4934
6/5/2020,Calgary,4946
6/6/2020,Calgary,4957
6/7/2020,Calgary,4965
6/8/2020,Calgary,4976
6/9/2020,Calgary,4997
6/10/2020,Calgary,5021
6/11/2020,Calgary,5042
6/12/2020,Calgary,5051
6/13/2020,Calgary,5074
6/14/2020,Calgary,5093
6/15/2020,Calgary,5104
6/16/2020,Calgary,5125
6/17/2020,Calgary,5141
6/18/2020,Calgary,5160
6/19/2020,Calgary,5177
6/20/2020,Calgary,5183
6/21/2020,Calgary,5206
6/22/2020,Calgary,5218
6/23/2020,Calgary,5229
6/24/2020,Calgary,5237
6/25/2020,Calgary,5249
6/26/2020,Calgary,5283
6/27/2020,Calgary,5295
6/28/2020,Calgary,5326
6/29/2020,Calgary,5348
6/30/2020,Calgary,5361
7/1/2020,Calgary,5378
7/2/2020,Calgary,5381
7/3/2020,Calgary,5395
7/4/2020,Calgary,5415
7/5/2020,Calgary,5432
7/6/2020,Calgary,5446
7/7/2020,Calgary,5461
7/8/2020,Calgary,5480
7/9/2020,Calgary,5513
7/10/2020,Calgary,5531
7/11/2020,Calgary,5575
7/12/2020,Calgary,5618
7/13/2020,Calgary,5656
7/14/2020,Calgary,5686
7/15/2020,Calgary,5745
7/16/2020,Calgary,5782
7/17/2020,Calgary,5884
7/18/2020,Calgary,5946
7/19/2020,Calgary,5999
7/20/2020,Calgary,6051
7/21/2020,Calgary,6130
7/22/2020,Calgary,6190
7/23/2020,Calgary,6245
7/24/2020,Calgary,6295
7/25/2020,Calgary,6346
7/26/2020,Calgary,6383
7/27/2020,Calgary,6414
7/28/2020,Calgary,6456
7/29/2020,Calgary,6479
7/30/2020,Calgary,6505
7/31/2020,Calgary,6549
8/1/2020,Calgary,6574
8/2/2020,Calgary,6595
8/3/2020,Calgary,6611
8/4/2020,Calgary,6641
8/5/2020,Calgary,6657
8/6/2020,Calgary,6689
8/7/2020,Calgary,6725
8/8/2020,Calgary,6761
8/9/2020,Calgary,6775
8/10/2020,Calgary,6786
8/11/2020,Calgary,6800
8/12/2020,Calgary,6833
8/13/2020,Calgary,6852
8/14/2020,Calgary,6872
8/15/2020,Calgary,6896
8/16/2020,Calgary,6916
8/17/2020,Calgary,6929
8/18/2020,Calgary,6949
8/19/2020,Calgary,6983
8/20/2020,Calgary,7018
8/21/2020,Calgary,7065
8/22/2020,Calgary,7106
8/23/2020,Calgary,7134
8/24/2020,Calgary,7151
8/25/2020,Calgary,7197
8/26/2020,Calgary,7234
8/27/2020,Calgary,7331
8/28/2020,Calgary,7413
8/29/2020,Calgary,7483
8/30/2020,Calgary,7515
8/31/2020,Calgary,7581
9/1/2020,Calgary,7613
9/2/2020,Calgary,7664
9/3/2020,Calgary,7716
9/4/2020,Calgary,7781
9/5/2020,Calgary,7828
9/6/2020,Calgary,7876
9/7/2020,Calgary,7922
9/8/2020,Calgary,7951
9/9/2020,Calgary,7978
9/10/2020,Calgary,8006
9/11/2020,Calgary,8052
9/12/2020,Calgary,8100
9/13/2020,Calgary,8155
9/14/2020,Calgary,8185
9/15/2020,Calgary,8232
9/16/2020,Calgary,8275
9/17/2020,Calgary,8323
9/18/2020,Calgary,8358
9/19/2020,Calgary,8396
9/20/2020,Calgary,8440
9/21/2020,Calgary,8500
9/22/2020,Calgary,8534
9/23/2020,Calgary,8599
9/24/2020,Calgary,8640
9/25/2020,Calgary,8708
9/26/2020,Calgary,8766
9/27/2020,Calgary,8809
9/28/2020,Calgary,8870
9/29/2020,Calgary,8914
9/30/2020,Calgary,8947
10/1/2020,Calgary,8983
10/2/2020,Calgary,9054
10/3/2020,Calgary,9107
10/4/2020,Calgary,9160
10/5/2020,Calgary,9212
10/6/2020,Calgary,9259
10/7/2020,Calgary,9314
10/8/2020,Calgary,9358
10/9/2020,Calgary,9432
10/10/2020,Calgary,9503
10/11/2020,Calgary,9579
10/12/2020,Calgary,9651
10/13/2020,Calgary,9726
10/14/2020,Calgary,9804
10/15/2020,Calgary,9898
10/16/2020,Calgary,10003
10/17/2020,Calgary,10115
10/18/2020,Calgary,10229
10/19/2020,Calgary,10356
10/20/2020,Calgary,10538
10/21/2020,Calgary,10703
10/22/2020,Calgary,10853
10/23/2020,Calgary,11010
10/24/2020,Calgary,11162
10/25/2020,Calgary,11319
10/26/2020,Calgary,11534
10/27/2020,Calgary,11741
10/28/2020,Calgary,11955
10/29/2020,Calgary,12239
10/30/2020,Calgary,12528
10/31/2020,Calgary,12773
11/1/2020,Calgary,12995
11/2/2020,Calgary,13208
11/3/2020,Calgary,13416
11/4/2020,Calgary,13735
11/5/2020,Calgary,14030
11/6/2020,Calgary,14354
11/7/2020,Calgary,14643
11/8/2020,Calgary,14882
11/9/2020,Calgary,15189
11/10/2020,Calgary,15486
11/11/2020,Calgary,15825
11/12/2020,Calgary,16171
11/13/2020,Calgary,16587
11/14/2020,Calgary,17023
11/15/2020,Calgary,17381
11/16/2020,Calgary,17730
11/17/2020,Calgary,18026
11/18/2020,Calgary,18391
11/19/2020,Calgary,18794
11/20/2020,Calgary,19229
11/21/2020,Calgary,19704
11/22/2020,Calgary,20162
11/23/2020,Calgary,20586
11/24/2020,Calgary,21042
11/25/2020,Calgary,21465
11/26/2020,Calgary,21885
11/27/2020,Calgary,22535
11/28/2020,Calgary,23188
11/29/2020,Calgary,23930
11/30/2020,Calgary,24359
12/1/2020,Calgary,24990
12/2/2020,Calgary,25591
12/3/2020,Calgary,26260
12/4/2020,Calgary,27013
12/5/2020,Calgary,27772
12/6/2020,Calgary,28360
12/7/2020,Calgary,28950
12/8/2020,Calgary,29494
3/5/2020,Edmonton,0
3/6/2020,Edmonton,0
3/9/2020,Edmonton,3
3/10/2020,Edmonton,6
3/11/2020,Edmonton,7
3/12/2020,Edmonton,7
3/13/2020,Edmonton,8
3/14/2020,Edmonton,17
3/15/2020,Edmonton,18
3/16/2020,Edmonton,23
3/17/2020,Edmonton,29
3/18/2020,Edmonton,32
3/19/2020,Edmonton,40
3/20/2020,Edmonton,53
3/21/2020,Edmonton,57
3/22/2020,Edmonton,62
3/23/2020,Edmonton,76
3/24/2020,Edmonton,91
3/25/2020,Edmonton,103
3/26/2020,Edmonton,107
3/27/2020,Edmonton,128
3/28/2020,Edmonton,144
3/29/2020,Edmonton,154
3/30/2020,Edmonton,170
3/31/2020,Edmonton,205
4/1/2020,Edmonton,249
4/2/2020,Edmonton,277
4/3/2020,Edmonton,295
4/4/2020,Edmonton,309
4/5/2020,Edmonton,329
4/6/2020,Edmonton,339
4/7/2020,Edmonton,352
4/8/2020,Edmonton,363
4/9/2020,Edmonton,370
4/10/2020,Edmonton,372
4/11/2020,Edmonton,378
4/12/2020,Edmonton,382
4/13/2020,Edmonton,384
4/14/2020,Edmonton,389
4/15/2020,Edmonton,399
4/16/2020,Edmonton,405
4/17/2020,Edmonton,409
4/18/2020,Edmonton,412
4/19/2020,Edmonton,418
4/20/2020,Edmonton,429
4/21/2020,Edmonton,433
4/22/2020,Edmonton,436
4/23/2020,Edmonton,444
4/24/2020,Edmonton,456
4/25/2020,Edmonton,464
4/26/2020,Edmonton,467
4/27/2020,Edmonton,469
4/28/2020,Edmonton,472
4/29/2020,Edmonton,474
4/30/2020,Edmonton,479
5/1/2020,Edmonton,481
5/2/2020,Edmonton,482
5/3/2020,Edmonton,484
5/4/2020,Edmonton,485
5/5/2020,Edmonton,488
5/6/2020,Edmonton,488
5/7/2020,Edmonton,490
5/8/2020,Edmonton,490
5/9/2020,Edmonton,492
5/10/2020,Edmonton,496
5/11/2020,Edmonton,496
5/12/2020,Edmonton,498
5/13/2020,Edmonton,500
5/14/2020,Edmonton,500
5/15/2020,Edmonton,501
5/16/2020,Edmonton,502
5/17/2020,Edmonton,502
5/18/2020,Edmonton,502
5/19/2020,Edmonton,503
5/20/2020,Edmonton,505
5/21/2020,Edmonton,505
5/22/2020,Edmonton,505
5/23/2020,Edmonton,505
5/24/2020,Edmonton,506
5/25/2020,Edmonton,506
5/26/2020,Edmonton,508
5/27/2020,Edmonton,511
5/28/2020,Edmonton,512
5/29/2020,Edmonton,522
5/30/2020,Edmonton,527
5/31/2020,Edmonton,536
6/1/2020,Edmonton,539
6/2/2020,Edmonton,544
6/3/2020,Edmonton,546
6/4/2020,Edmonton,553
6/5/2020,Edmonton,575
6/6/2020,Edmonton,587
6/7/2020,Edmonton,604
6/8/2020,Edmonton,615
6/9/2020,Edmonton,631
6/10/2020,Edmonton,654
6/11/2020,Edmonton,673
6/12/2020,Edmonton,686
6/13/2020,Edmonton,695
6/14/2020,Edmonton,715
6/15/2020,Edmonton,736
6/16/2020,Edmonton,749
6/17/2020,Edmonton,770
6/18/2020,Edmonton,796
6/19/2020,Edmonton,825
6/20/2020,Edmonton,847
6/21/2020,Edmonton,857
6/22/2020,Edmonton,883
6/23/2020,Edmonton,910
6/24/2020,Edmonton,920
6/25/2020,Edmonton,942
6/26/2020,Edmonton,957
6/27/2020,Edmonton,980
6/28/2020,Edmonton,1013
6/29/2020,Edmonton,1026
6/30/2020,Edmonton,1040
7/1/2020,Edmonton,1063
7/2/2020,Edmonton,1083
7/3/2020,Edmonton,1088
7/4/2020,Edmonton,1105
7/5/2020,Edmonton,1124
7/6/2020,Edmonton,1150
7/7/2020,Edmonton,1167
7/8/2020,Edmonton,1175
7/9/2020,Edmonton,1196
7/10/2020,Edmonton,1215
7/11/2020,Edmonton,1238
7/12/2020,Edmonton,1250
7/13/2020,Edmonton,1270
7/14/2020,Edmonton,1285
7/15/2020,Edmonton,1308
7/16/2020,Edmonton,1334
7/17/2020,Edmonton,1352
7/18/2020,Edmonton,1369
7/19/2020,Edmonton,1385
7/20/2020,Edmonton,1412
7/21/2020,Edmonton,1435
7/22/2020,Edmonton,1446
7/23/2020,Edmonton,1470
7/24/2020,Edmonton,1498
7/25/2020,Edmonton,1517
7/26/2020,Edmonton,1551
7/27/2020,Edmonton,1568
7/28/2020,Edmonton,1596
7/29/2020,Edmonton,1620
7/30/2020,Edmonton,1637
7/31/2020,Edmonton,1673
8/1/2020,Edmonton,1694
8/2/2020,Edmonton,1717
8/3/2020,Edmonton,1743
8/4/2020,Edmonton,1791
8/5/2020,Edmonton,1828
8/6/2020,Edmonton,1864
8/7/2020,Edmonton,1916
8/8/2020,Edmonton,1958
8/9/2020,Edmonton,1984
8/10/2020,Edmonton,2035
8/11/2020,Edmonton,2124
8/12/2020,Edmonton,2152
8/13/2020,Edmonton,2204
8/14/2020,Edmonton,2267
8/15/2020,Edmonton,2321
8/16/2020,Edmonton,2383
8/17/2020,Edmonton,2438
8/18/2020,Edmonton,2489
8/19/2020,Edmonton,2539
8/20/2020,Edmonton,2628
8/21/2020,Edmonton,2653
8/22/2020,Edmonton,2698
8/23/2020,Edmonton,2728
8/24/2020,Edmonton,2765
8/25/2020,Edmonton,2829
8/26/2020,Edmonton,2877
8/27/2020,Edmonton,2912
8/28/2020,Edmonton,2958
8/29/2020,Edmonton,3033
8/30/2020,Edmonton,3087
8/31/2020,Edmonton,3147
9/1/2020,Edmonton,3197
9/2/2020,Edmonton,3241
9/3/2020,Edmonton,3319
9/4/2020,Edmonton,3386
9/5/2020,Edmonton,3470
9/6/2020,Edmonton,3531
9/7/2020,Edmonton,3595
9/8/2020,Edmonton,3641
9/9/2020,Edmonton,3701
9/10/2020,Edmonton,3757
9/11/2020,Edmonton,3791
9/12/2020,Edmonton,3878
9/13/2020,Edmonton,3949
9/14/2020,Edmonton,4017
9/15/2020,Edmonton,4130
9/16/2020,Edmonton,4234
9/17/2020,Edmonton,4288
9/18/2020,Edmonton,4378
9/19/2020,Edmonton,4451
9/20/2020,Edmonton,4538
9/21/2020,Edmonton,4616
9/22/2020,Edmonton,4696
9/23/2020,Edmonton,4751
9/24/2020,Edmonton,4820
9/25/2020,Edmonton,4910
9/26/2020,Edmonton,4995
9/27/2020,Edmonton,5068
9/28/2020,Edmonton,5129
9/29/2020,Edmonton,5248
9/30/2020,Edmonton,5351
10/1/2020,Edmonton,5449
10/2/2020,Edmonton,5575
10/3/2020,Edmonton,5690
10/4/2020,Edmonton,5815
10/5/2020,Edmonton,5939
10/6/2020,Edmonton,6103
10/7/2020,Edmonton,6242
10/8/2020,Edmonton,6357
10/9/2020,Edmonton,6493
10/10/2020,Edmonton,6616
10/11/2020,Edmonton,6748
10/12/2020,Edmonton,6859
10/13/2020,Edmonton,6986
10/14/2020,Edmonton,7108
10/15/2020,Edmonton,7283
10/16/2020,Edmonton,7435
10/17/2020,Edmonton,7521
10/18/2020,Edmonton,7722
10/19/2020,Edmonton,7874
10/20/2020,Edmonton,8049
10/21/2020,Edmonton,8268
10/22/2020,Edmonton,8457
10/23/2020,Edmonton,8638
10/24/2020,Edmonton,8951
10/25/2020,Edmonton,9215
10/26/2020,Edmonton,9371
10/27/2020,Edmonton,9516
10/28/2020,Edmonton,9709
10/29/2020,Edmonton,9921
10/30/2020,Edmonton,10120
10/31/2020,Edmonton,10290
11/1/2020,Edmonton,10582
11/2/2020,Edmonton,10878
11/3/2020,Edmonton,11144
11/4/2020,Edmonton,11459
11/5/2020,Edmonton,11757
11/6/2020,Edmonton,12109
11/7/2020,Edmonton,12337
11/8/2020,Edmonton,12617
11/9/2020,Edmonton,12961
11/10/2020,Edmonton,13205
11/11/2020,Edmonton,13588
11/12/2020,Edmonton,13980
11/13/2020,Edmonton,14407
11/14/2020,Edmonton,14809
11/15/2020,Edmonton,15142
11/16/2020,Edmonton,15453
11/17/2020,Edmonton,15778
11/18/2020,Edmonton,16296
11/19/2020,Edmonton,16801
11/20/2020,Edmonton,17516
11/21/2020,Edmonton,18354
11/22/2020,Edmonton,19157
11/23/2020,Edmonton,19678
11/24/2020,Edmonton,20244
11/25/2020,Edmonton,20692
11/26/2020,Edmonton,21337
11/27/2020,Edmonton,22150
11/28/2020,Edmonton,22822
11/29/2020,Edmonton,23427
11/30/2020,Edmonton,24082
12/1/2020,Edmonton,24896
12/2/2020,Edmonton,25891
12/3/2020,Edmonton,26718
12/4/2020,Edmonton,27528
12/5/2020,Edmonton,28288
12/6/2020,Edmonton,29107
12/7/2020,Edmonton,29906
12/8/2020,Edmonton,30607
3/5/2020,Central,0
3/6/2020,Central,0
3/9/2020,Central,0
3/10/2020,Central,0
3/11/2020,Central,1
3/12/2020,Central,1
3/13/2020,Central,1
3/14/2020,Central,1
3/15/2020,Central,1
3/16/2020,Central,2
3/17/2020,Central,3
3/18/2020,Central,3
3/19/2020,Central,3
3/20/2020,Central,4
3/21/2020,Central,6
3/22/2020,Central,11
3/23/2020,Central,23
3/24/2020,Central,33
3/25/2020,Central,34
3/26/2020,Central,35
3/27/2020,Central,41
3/28/2020,Central,42
3/29/2020,Central,43
3/30/2020,Central,44
3/31/2020,Central,48
4/1/2020,Central,50
4/2/2020,Central,54
4/3/2020,Central,55
4/4/2020,Central,56
4/5/2020,Central,60
4/6/2020,Central,60
4/7/2020,Central,66
4/8/2020,Central,66
4/9/2020,Central,66
4/10/2020,Central,66
4/11/2020,Central,66
4/12/2020,Central,68
4/13/2020,Central,68
4/14/2020,Central,68
4/15/2020,Central,68
4/16/2020,Central,68
4/17/2020,Central,69
4/18/2020,Central,69
4/19/2020,Central,70
4/20/2020,Central,70
4/21/2020,Central,72
4/22/2020,Central,72
4/23/2020,Central,74
4/24/2020,Central,74
4/25/2020,Central,74
4/26/2020,Central,76
4/27/2020,Central,76
4/28/2020,Central,76
4/29/2020,Central,76
4/30/2020,Central,76
5/1/2020,Central,77
5/2/2020,Central,77
5/3/2020,Central,77
5/4/2020,Central,77
5/5/2020,Central,79
5/6/2020,Central,80
5/7/2020,Central,84
5/8/2020,Central,84
5/9/2020,Central,84
5/10/2020,Central,84
5/11/2020,Central,84
5/12/2020,Central,84
5/13/2020,Central,84
5/14/2020,Central,87
5/15/2020,Central,87
5/16/2020,Central,87
5/17/2020,Central,87
5/18/2020,Central,87
5/19/2020,Central,87
5/20/2020,Central,87
5/21/2020,Central,87
5/22/2020,Central,87
5/23/2020,Central,87
5/24/2020,Central,87
5/25/2020,Central,87
5/26/2020,Central,87
5/27/2020,Central,87
5/28/2020,Central,87
5/29/2020,Central,87
5/30/2020,Central,87
5/31/2020,Central,87
6/1/2020,Central,87
6/2/2020,Central,87
6/3/2020,Central,87
6/4/2020,Central,87
6/5/2020,Central,87
6/6/2020,Central,87
6/7/2020,Central,87
